-0.9960610536681438 tani_takeshi
-0.9920318725099602 minami_(colorful_palette)
-0.9876984126984127 patterned_legwear
-0.9871794871794872 puchimasu!
-0.986784140969163 rebecca_(keinelove)
-0.9823477493380406 gofu
-0.9812374828712975 scenery
-0.9810066476733144 berserker_(fate/zero)
-0.980819529206626 agahari
-0.9779569892473118 itomugi-kun
-0.9778290993071593 tegaki
-0.9771629336846728 mizuki_hitoshi
-0.9748096074985354 kouji_(campus_life)
-0.9746281714785652 mini-hakkero
-0.9745379876796715 real_life_insert
-0.9724770642201835 +++
-0.970341715022566 higashikata_jousuke
-0.9691139240506329 hands_in_sleeves
-0.9681467181467182 caster_(fate/zero)
-0.9679324894514768 stand_(jojo)
-0.9674740484429065 tonda
-0.9664607237422771 tohsaka_tokiomi
-0.9660314830157415 steel_ball_run
-0.9657941701368233 danmaku
-0.965034965034965 playing_instrument
-0.9646665272841313 watercolor_(medium)
-0.9641819941916747 uryuu_ryuunosuke
-0.9639762881896945 solid_circle_eyes
-0.9633671083398285 spear_the_gungnir
-0.9632446134347274 waistcoat
-0.9632164242942686 ritual_baton
-0.9630709426627794 bishamonten's_pagoda
-0.9628482972136223 mizuhara_aki
-0.9627079747561675 layered_dress
-0.9621621621621622 solid_oval_eyes
-0.9621369294605809 kuujou_jolyne
-0.9617977528089887 johnny_joestar
-0.9617383089277279 landscape
-0.9616368286445013 architecture
-0.9613259668508287 ib
-0.9610757254069356 east_asian_architecture
-0.9603886397608371 ia_(vocaloid)
-0.9602087410306588 caesar_anthonio_zeppeli
-0.956668923493568 matou_kariya
-0.956172388604821 0_0
-0.9558591697320021 sword_of_hisou
-0.9558139534883721 sode
-0.9549211119459053 drawr
-0.9543558850787767 hand_in_pocket
-0.9538002980625931 perfect_cherry_blossom
-0.9532447623914154 joseph_joestar_(young)
-0.9525291828793774 abstract
-0.9524517087667161 shared_scarf
-0.9518072289156626 piggyback
-0.9502479338842975 portrait
-0.9502361060661098 |_|
-0.9497459062676454 giorno_giovanna
-0.9496198797231363 skirt_set
-0.9494949494949495 fashion
-0.9485835925986573 style_parody
-0.9485355648535565 gears
-0.9484101232965607 bubble_skirt
-0.9482288828337875 megaphone
-0.9477088948787062 turret
-0.9464579901153213 matsuno_todomatsu
-0.9464544138929089 jonathan_joestar
-0.9459459459459459 dei_shirou
-0.9457917261055635 raimon
-0.9446078431372549 kiso_(kantai_collection)
-0.944568868980963 colorful
-0.9444444444444444 unzan
-0.9438040345821326 fairy_(kantai_collection)
-0.94375 winter_clothes
-0.9436701509872242 haori
-0.9426751592356688 sakura_miku
-0.9426008968609866 double-breasted
-0.9425017601501995 pixiv_fantasia
-0.9418231791113147 emiya_kiritsugu
-0.9413309982486865 road_sign
-0.9412800939518496 power_armor
-0.9401234567901234 hands_in_pockets
-0.9398954703832753 onikobe_rin
-0.939871570344425 pant_suit
-0.9397799652576723 full_armor
-0.9390485968514716 child
-0.9390480073387014 machinery
-0.9390243902439024 epic
-0.9388289172391233 artist_self-insert
-0.9384560143626571 chibi
-0.9381362568519969 flat_cap
-0.9372772289070163 4koma
-0.9357876712328768 kuma_(kantai_collection)
-0.9357142857142857 gumi
-0.9349470499243571 laevatein
-0.9348180336773493 violin
-0.9345955249569707 space_craft
-0.9345037137069547 spider_lily
-0.9344545062526951 bridge
-0.9338327091136079 maribel_hearn
-0.9336283185840708 pillow_hat
-0.9336065573770492 oriental_umbrella
-0.9332313965341489 excalibur
-0.9329225352112676 muneate
-0.9323583180987203 onigiri
-0.93114857412951 contemporary
-0.9311417147934251 xd
-0.930327868852459 dango
-0.9296013570822731 sorcerer's_sutra_scroll
-0.9294904786412764 waver_velvet
-0.9293085655314758 power_lines
-0.9288922155688623 shoulder_carry
-0.928676254769592 anchor_symbol
-0.9286274509803921 keyboard_(instrument)
-0.9285274183610598 3koma
-0.9282433983926521 white_scarf
-0.928232502965599 kirino_ranmaru
-0.9281567489114659 samidare_(kantai_collection)
-0.928071292170592 rider_(fate/zero)
