0000175,194
0000176,216
0000177,205
0000178,179
0000179,178
0000180,172
0000181,169
0000182,167
0000183,167
0000184,168
0000185,157
0000186,142
0000187,183
0000188,165
0000189,138
0000190,147
0000191,149
0000192,138
0000193,144
0000194,115
0000195,137
0000196,118
0000197,133
0000198,139
0000199,124
0000200,122
0000201,120
0000202,118
0000203,126
0000204,101
0000205,107
0000206,113
0000207,116
0000208,89
0000209,107
0000210,98
0000211,102
0000212,93
0000213,112
0000214,89
0000215,89
0000216,97
0000217,81
0000218,78
0000219,73
0000220,79
0000221,68
0000222,81
0000223,75
0000224,69
0000225,80
0000226,76
0000227,59
0000228,75
0000229,75
0000230,78
0000231,68
0000232,72
0000233,66
0000234,48
0000235,80
0000236,53
0000237,61
0000238,44
0000239,47
0000240,64
0000241,56
0000242,71
0000243,67
0000244,37
0000245,54
0000246,62
0000247,46
0000248,67
0000249,34
0000250,41
0000251,50
0000252,46
0000253,38
0000254,50
0000255,44
0000256,39
0000257,34
0000258,31
0000259,34
0000260,34
0000261,36
0000262,32
0000263,39
0000264,45
0000265,43
0000266,31
0000267,61
0000268,29
0000269,47
0000270,37
0000271,37
0000272,33
0000273,30
0000274,56
0000275,33
0000276,31
0000277,41
0000278,33
0000279,38
0000280,32
0000281,35
0000282,31
0000283,32
0000284,22
0000285,28
0000286,20
0000287,28
0000288,15
0000289,27
0000290,35
0000291,21
0000292,19
0000293,17
0000294,19
0000295,22
0000296,27
0000297,21
0000298,18
0000299,16
0000300,23
0000301,20
0000302,24
0000303,23
0000304,20
0000305,28
0000306,18
0000307,25
0000308,13
0000309,18
0000310,14
0000311,20
0000312,16
0000313,10
0000314,20
0000315,15
0000316,27
0000317,15
0000318,18
0000319,6
0000320,13
0000321,12
0000322,18
0000323,13
0000324,12
0000325,13
0000326,9
0000327,16
0000328,13
0000329,13
0000330,14
0000331,14
0000332,19
0000333,14
0000334,19
0000335,11
0000336,16
0000337,17
0000338,10
0000339,10
0000340,10
0000341,12
0000342,10
0000343,10
0000344,8
0000345,12
0000346,8
0000347,13
0000348,7
0000349,6
0000350,7
0000351,11
0000352,7
0000353,8
0000354,12
0000355,7
0000356,13
0000357,9
0000358,9
0000359,7
0000360,10
0000361,8
0000362,11
0000363,8
0000364,6
0000365,13
0000366,9
0000367,8
0000368,7
0000369,7
0000370,10
0000371,8
0000372,12
0000373,8
0000374,6
0000375,5
0000376,9
0000377,6
0000378,6
0000379,9
0000380,4
0000381,7
0000382,10
0000383,5
0000384,11
0000385,8
0000386,4
0000387,7
0000388,4
0000389,10
0000390,9
0000391,9
0000392,8
0000393,4
0000394,3
0000395,4
0000396,7
0000397,3
0000398,7
0000399,4
0000400,3
0000401,2
0000402,9
0000403,4
0000404,8
0000405,2
0000406,5
0000407,4
0000408,6
0000409,10
0000410,3
0000411,5
0000412,4
0000413,7
0000414,4
0000415,3
0000416,1
0000417,2
0000418,3
0000419,4
0000420,2
0000421,5
0000422,4
0000423,2
0000424,4
0000425,8
0000426,3
0000427,5
0000428,2
0000429,4
0000430,4
0000431,8
0000432,3
0000433,11
0000434,5
0000435,4
0000436,1
0000437,7
0000438,1
0000439,1
0000440,1
0000441,4
0000443,2
0000444,4
0000445,4
0000446,4
0000447,4
0000448,4
0000449,4
0000450,2
0000452,3
0000453,6
0000454,5
0000455,4
0000456,2
0000457,2
0000458,3
0000459,4
0000460,8
0000461,2
0000462,6
0000463,1
0000464,5
0000465,2
0000466,2
0000467,1
0000468,4
0000469,3
0000470,1
0000471,2
0000472,2
0000473,2
0000474,4
0000475,2
0000476,3
0000477,6
0000478,1
0000479,1
0000481,2
0000482,7
0000483,1
0000484,1
0000485,1
0000486,4
0000487,2
0000488,2
0000489,2
0000492,2
0000493,2
0000494,1
0000495,2
0000496,1
0000497,6
0000498,2
0000499,1
0000500,1
0000501,1
0000502,3
0000504,3
0000506,1
0000507,2
0000508,2
0000509,5
0000510,2
0000511,2
0000512,3
0000513,1
0000514,3
0000515,1
0000516,1
0000517,1
0000518,1
0000520,2
0000522,3
0000523,1
0000525,1
0000527,3
0000530,2
0000532,2
0000534,1
0000535,3
0000536,3
0000537,2
0000538,2
0000540,2
0000541,2
0000542,1
0000544,1
0000545,3
0000548,1
0000549,1
0000550,1
0000551,1
0000553,2
0000555,1
0000556,2
0000557,1
0000558,1
0000560,1
0000561,2
0000562,1
0000565,1
0000566,1
0000567,1
0000568,1
0000569,1
0000570,2
0000571,2
0000572,1
0000573,3
0000575,1
0000576,2
0000579,1
0000583,1
0000585,1
0000586,3
0000588,1
0000589,1
0000591,1
0000598,1
0000601,1
0000603,1
0000604,1
0000606,2
0000607,1
0000608,2
0000612,1
0000614,1
0000615,1
0000619,1
0000620,1
0000621,2
0000623,1
0000633,1
0000634,1
0000637,3
0000641,1
0000642,3
0000646,1
0000649,1
0000650,1
0000658,1
0000664,1
0000679,1
0000694,1
0000697,1
0000699,2
0000700,1
0000702,1
0000704,1
0000710,1
0000711,1
0000713,2
0000724,1
0000729,1
0000731,1
0000735,1
0000745,1
0000765,1
0000781,1
0000782,1
0000787,1
0000791,1
0000793,1
0000799,1
0000803,2
0000806,1
0000807,1
0000808,1
0000810,1
0000813,1
0000814,1
0000842,1
0000848,1
0000849,1
0000856,1
0000863,1
0000870,1
0000877,1
0000897,1
0000900,1
0000910,1
0000930,1
0000938,1
0000964,1
0000978,1
0001059,1
0001066,1
0001075,1
0001091,1
0001105,1
0001155,1
0001345,2
0001490,1
0001509,1
0001715,1
